LV ActivePower (kW),Wind Speed (m/s),Theoretical_Power_Curve (KWh),Wind Direction (°),Power Difference
3257.483887,11.47671032,3416.011264,195.2678986,158.5273775
3140.947021,11.32995987,3376.912206,191.6065063,235.9651848
3422.944092,12.00354004,3522.499404,191.7521973,99.55531177
3391.875,11.75004005,3477.61475,193.3444061,85.7397501
3570.693115,13.0398798,3600,194.0872955,29.30688477
3445.792969,13.12664986,3600,184.9915009,154.2070313
3461.600098,14.22410965,3600,184.6808929,138.3999023
3461.363037,14.43315029,3600,188.0792999,138.6369629
3461.706055,15.34611034,3600,185.2640991,138.2939453
3462.794922,15.07956028,3600,184.5536041,137.2050781
3462.674072,15.52591991,3600,185.0549927,137.3259277
3465.250977,15.19495964,3600,186.6560974,134.7490234
3460.468018,13.39762974,3600,187.1954956,139.5319824
3456.352051,13.92518997,3600,190.0614929,143.6479492
3462.520996,15.19211006,3600,189.4832001,137.4790039
3462.332031,16.61786079,3600,194.5796967,137.6679688
3462.705078,14.88226986,3600,193.1902008,137.2949219
3465.5979,14.80097961,3600,193.9920959,134.4020996
3449.590088,13.29636002,3600,192.7388,150.4099121
3459.465088,12.72784996,3592.249943,194.6840973,132.7848551
3503.231934,13.37553978,3600,194.8430939,96.76806641
3530.256104,13.36532021,3600,195.8784027,69.74389648
3580.025879,12.96677971,3597.812621,204.8663025,17.78674256
3395.043945,12.34364033,3565.554795,202.9002991,170.5108498
3502.751953,12.26206017,3556.946191,201.2684021,54.19423772
3223.812012,11.72414017,3472.380318,201.5343018,248.568306
3290.371094,11.84214973,3495.241992,205.690094,204.8708982
3225.216064,11.47813988,3416.370896,208.9537964,191.1548318
3425.797119,11.87714005,3501.539357,212.895401,75.74223804
3588.955078,13.68019009,3600,218.0906067,11.04492188
3566.894043,14.28411007,3600,217.7252045,33.10595703
3564.264893,14.8759203,3600,214.6811981,35.73510742
3520.113037,15.86913013,3600,216.2212982,79.88696289
3532.163086,15.35459042,3600,215.6936035,67.83691406
3553.183105,14.00362968,3600,212.8059998,46.81689453
3569.262939,13.13325977,3600,215.0626068,30.73706055
3426.870117,12.37642002,3568.716791,218.6560974,141.8466736
2381.730957,9.602420807,2519.058525,230.9983063,137.3275676
431.8244934,5.123497009,366.9283306,232.2561035,-64.89616278
391.3778992,4.525592804,227.436571,255.8876038,-163.9413282
210.3675995,4.344057083,189.7011846,249.4848022,-20.66641494
1233.725952,7.10275507,1062.924019,239.4909973,-170.8019333
1195.082031,7.123968124,1072.78503,229.4230042,-122.297001
3440.803955,12.12162018,3539.608456,228.9542999,98.80450135
2973.681885,10.62903023,3125.112502,228.5157013,151.4306171
2838.533936,10.38881969,3011.103981,229.6903992,172.5700454
3523.593018,13.15985966,3600,222.7922058,76.40698242
3591.532959,14.00782967,3600,226.5796967,8.467041016
3201.971924,12.01562977,3524.359543,223.2057037,322.3876196
2490.393066,9.619517326,2531.906156,216.8558044,41.51308926
2295.143066,9.290138245,2332.455133,219.0691071,37.31206662
2581.583008,10.15954971,2887.381574,232.7660065,305.798566
3401.629883,14.01589012,3600,230.4129944,198.3701172
3415.295898,12.75537968,3593.312698,228.9512024,178.0167994
3308.3479,13.43292999,3600,225.6110992,291.6520996
3583.846924,15.2804203,3600,222.3553009,16.15307617
3576.863037,15.55510998,3600,220.656601,23.13696289
3548.464111,15.87263966,3600,218.8368988,51.53588867
3353.172119,13.41042042,3600,224.4004974,246.8278809
2325.356934,10.26974964,2948.736378,227.0041046,623.3794446
1426.666016,7.347205162,1180.279016,215.3643951,-246.3869995
2791.386963,10.68120956,3147.878945,217.6795044,356.4919823
2893.190918,11.38481045,3392.03647,216.4810944,498.8455518
2677.381104,10.47142982,3052.056214,215.5574951,374.6751107
186.6755066,4.264482021,173.7429106,214.8173981,-12.93259594
522.572998,5.495730877,467.7726487,226.5536041,-54.80034931
1943.660034,8.821209908,2029.432074,210.1772003,85.77203975
51.79510117,4.258697987,172.5961047,330.541687,120.8010035
1052.035034,8.020680428,1541.861703,241.4976959,489.8266688
3267.756104,11.57312965,3439.370292,227.7478027,171.6141882
1893.339966,8.556154251,1862.733358,234.7991943,-30.60660781
1912.119019,8.80963707,2022.069576,238.2261047,109.9505574
1544.447998,7.912578106,1480.338205,235.8995972,-64.10979324
1795.921997,8.498123169,1826.836359,245.3838959,30.91436167
1950.208984,8.543413162,1854.831773,239.4667053,-95.37721095
2621.145996,9.860049248,2701.968948,231.3618011,80.82295191
2034.161987,8.75044632,1984.524562,230.3258972,-49.63742512
1652.68103,8.278786659,1693.457181,241.5485992,40.77615089
1519.178955,8.109904289,1593.548463,245.7411041,74.36950761
1905.574951,8.726254463,1969.235238,244.5632935,63.66028652
1925.833984,8.716533661,1963.101092,247.6582031,37.26710799
700.8873291,6.100069046,658.2682394,267.4526062,-42.61908966
40.94528961,3.370654106,38.85168871,311.6636963,-2.093600903
44.75793076,3.319205046,34.36591036,313.1752014,-10.3920204
2.185801029,2.935832977,0,314.6758118,-2.185801029
87.49182129,3.935915947,116.0244031,288.7973938,28.5325818
39.61048889,3.400504112,41.64841511,300.3194885,2.037926214
3.291328907,2.887178898,0,293.3511047,-3.291328907
0,2.07466197,0,330.3080139,0
0,1.605581045,0,324.0344849,0
0,1.66813004,0,309.5212097,0
0,1.994776964,0,281.2716064,0
0,1.588611007,0,309.9487915,0
0,1.710242987,0,309.5367126,0
0,1.717340946,0,299.898407,0
3.740931988,3.933682919,115.6189568,280.9266968,111.8780248
10.53559971,3.266642094,30.22038749,280.0863953,19.68478778
6.185095787,3.109786034,20.47739093,293.6531982,14.29229514
0,1.979333043,0,326.8306885,0
0,1.967211008,0,296.4960938,0
0,2.88578701,0,267.166687,0
9.18466568,3.070513964,18.65422436,271.2898865,9.469558685
31.91929054,3.480365992,49.8318306,263.0766907,17.91254006
112.6080017,4.296696186,180.1623255,256.6427917,67.55432384
2.655533075,3.230447054,27.6227733,274.7311096,24.96724022
6.731719017,2.68356204,0,271.1828003,-6.731719017
41.49121094,3.874073029,105.0906297,259.8551025,63.59941872
0,2.700916052,0,268.6719055,0
0,1.532505989,0,294.5461121,0
0,2.77680397,0,278.2272034,0
0,2.43482399,0,282.8034973,0
0,2.032599926,0,290.7359924,0
0,1.554345965,0,277.4432068,0
0,2.170207977,0,261.4873962,0
0,3.322848082,34.66960931,253.5446014,34.66960931
8.71787262,3.714268923,79.67101306,258.5754089,70.95314044
14.1717701,3.356101036,37.53986899,262.4075928,23.36809889
0,2.893115997,0,259.9844971,0
0,3.74663496,84.48941983,265.1867981,84.48941983
4.495268822,3.596988916,63.61530663,262.7770081,59.12003781
2.866802931,3.235213041,27.95283131,265.4507141,25.08602837
8.941523552,3.544986963,57.20044604,260.7455139,48.25892248
45.42840958,3.878596067,105.8695581,263.3143921,60.44114856
-0.077133402,2.749634981,0,271.6351013,0.077133402
0,1.805827975,0,262.8634949,0
0,1.787497997,0,271.2155151,0
0,2.308969975,0,294.1480103,0
0,1.691777945,0,295.3711853,0
0,1.988842964,0,275.0483093,0
0,2.324949026,0,276.4216919,0
0,2.831227064,0,284.4707031,0
0,3.281200886,31.3243434,287.1845093,31.3243434
0,3.39269495,40.90298431,306.9124146,40.90298431
0,2.277064085,0,318.5834961,0
0,1.38252604,0,310.3786926,0
0,2.53283596,0,326.2098999,0
0,1.565809011,0,349.4484863,0
0,1.841048956,0,29.74007034,0
0,2.238924026,0,14.56315041,0
0,2.558381081,0,6.379444122,0
0,3.071607113,18.7016339,33.13381958,18.7016339
0,3.144001961,22.26698792,37.8539505,22.26698792
0,1.844169974,0,355.0889893,0
0,1.807559013,0,45.15810013,0
0,1.710497975,0,32.48833847,0
0,1.746711969,0,15.63609982,0
0,1.450919032,0,341.0914917,0
0,1.499843955,0,294.3132935,0
0,2.160403013,0,284.5744019,0
0,2.200257063,0,285.3937073,0
0,2.456933975,0,303.5599976,0
0,2.504967928,0,305.1842041,0
0,3.036091089,17.25912019,295.0826111,17.25912019
0,2.406465054,0,293.0509949,0
0,2.369101048,0,290.468811,0
0,2.105669022,0,296.4422913,0
0,1.84594202,0,295.413208,0
0,2.363445044,0,311.1034851,0
0,1.365874052,0,311.1600037,0
0,1.333631039,0,312.3250122,0
0,1.112746954,0,317.9896851,0
0,1.040647984,0,296.4508057,0
0,1.430626035,0,287.3243103,0
0,1.089931965,0,293.5179138,0
0,0.867268682,0,248.8009033,0
0,1.75216496,0,230.7362976,0
0,0.814511299,0,245.9951019,0
0,0.941823483,0,47.85737991,0
0,1.169020057,0,115.0979004,0
0,1.504943013,0,182.1432953,0
0,1.36127305,0,178.1054993,0
0,2.941246033,0,213.6098938,0
0,2.55548811,0,240.9143982,0
0,1.805670977,0,243.3242035,0
0,1.776975036,0,228.6217041,0
0,1.455729008,0,229.8482971,0
0,0.813225508,0,228.5200043,0
0,1.093387008,0,7.887746811,0
0,0.954787314,0,316.3037109,0
0,1.282632947,0,12.08411026,0
0,1.039008021,0,14.17117023,0
0,0.587068021,0,153.0180969,0
0,1.064726949,0,201.8430023,0
0,2.56406498,0,209.3135986,0
0,2.135504007,0,213.1636963,0
0,2.728336096,0,249.0379028,0
0,2.039949894,0,263.4820862,0
0,1.80785799,0,280.1659851,0
0,1.000856996,0,287.635498,0
0,0.998690128,0,210.3350067,0
0,0.632662296,0,98.48383331,0
0,1.066161036,0,210.0285034,0
0,1.483937025,0,266.255188,0
0,1.245656013,0,269.7659912,0
0,1.012436032,0,230.2769012,0
0,1.048213005,0,258.1505127,0
0,0.80247879,0,234.1595001,0
0,1.001263022,0,267.9047852,0
0,1.063634038,0,275.3127136,0
0,1.266139984,0,245.8114014,0
0,0.763347089,0,235.9098969,0
0,0.604696214,0,182.0435028,0
0,1.503304005,0,122.8388977,0
0,1.485733986,0,125.4962997,0
0,0.933843613,0,172.3912964,0
0,0.362532288,0,126.5641022,0
0,0.338692307,0,235.2084045,0
0,0.377988309,0,273.7510986,0
0,0.677229524,0,154.3890076,0
0,1.062132955,0,184.3356934,0
0,1.380854964,0,152.5646057,0
0,1.659870028,0,143.3191986,0
0,2.105393887,0,162.0292969,0
0,3.193538904,25.18982953,184.9707947,25.18982953
0,3.336720943,35.84554969,213.3679047,35.84554969
0,3.37766099,39.49537753,225.1334076,39.49537753
77.46264648,3.87319994,104.9406489,200.7861938,27.47800237
43.45001984,3.568347931,60.02868343,202.509903,16.5786636
7.381134987,2.901916027,0,212.2330933,-7.381134987
0,2.332618952,0,231.0130005,0
0,2.871608019,0,241.9649048,0
0,3.400126934,41.61218696,235.2738037,41.61218696
0,2.360754967,0,229.2133942,0
0,1.431435943,0,233.891098,0
0,0.8015908,0,232.1667938,0
0,0.497287393,0,326.8823853,0
0,1.085332036,0,22.74084091,0
0,0.458208799,0,215.1822968,0
0,0.444958389,0,162.0630035,0
0,0.652317703,0,14.43488026,0
0,1.106438041,0,80.50981903,0
0,1.604495049,0,77.26230621,0
0,2.227293968,0,79.21914673,0
0,1.928676009,0,69.5561676,0
0,1.134840965,0,65.34246826,0
0,1.865239024,0,59.06182861,0
0,1.229500055,0,72.01312256,0
0,0.283417493,0,213.0057983,0
0,0.477555186,0,112.9923019,0
0,0.664441884,0,118.6384964,0
0,0.710571826,0,158.4658051,0
0,0.829382002,0,121.2751007,0
0,1.182327986,0,189.9927063,0
0,1.240507007,0,227.1257019,0
0,1.253975034,0,212.3961029,0
0,2.1364851,0,200.0238037,0
0,3.518287897,54.07500025,219.934494,54.07500025
0,2.309875965,0,244.6230927,0
0,1.836720943,0,254.9902039,0
0,1.243332028,0,272.5177002,0
0,1.34810698,0,324.4421082,0
0,1.763713956,0,28.90674019,0
0,1.964267969,0,32.78306961,0
0,2.258177996,0,36.99483109,0
0,2.130228043,0,46.68553925,0
0,1.865301013,0,33.61471939,0
0,1.540191054,0,9.412691116,0
0,1.621924996,0,331.0671082,0
0,2.841897011,0,322.0671997,0
0,3.130019903,21.51305092,324.4519958,21.51305092
3.197398901,3.781639099,89.88922567,328.236908,86.69182677
0,2.58791399,0,327.1285095,0
0,2.360882998,0,334.4645081,0
0,1.906823039,0,334.1505127,0
0,1.815912962,0,333.681488,0
0,1.746065021,0,326.770813,0
0,1.877537012,0,339.0776978,0
0,1.821215987,0,317.694397,0
0,1.99970901,0,313.3479919,0
0,1.654729962,0,313.9034119,0
0,2.260071993,0,304.3016968,0
0,2.150758982,0,302.3387146,0
0,2.202050924,0,292.7633057,0
0,2.353863955,0,286.7072144,0
0,2.774919033,0,286.4130859,0
0,3.308094025,33.45276303,286.2643127,33.45276303
28.3339901,3.769901991,88.05678975,274.5260925,59.72279966
2.438333035,3.142602921,22.19014089,271.245697,19.75180786
129.3462982,4.302762985,181.3774546,266.3803101,52.03115641
150.3249969,4.272459984,175.32759,273.0473022,25.00259309
103.7266998,3.891625881,108.1317652,276.989502,4.40506533
74.54637146,3.722975016,80.95063036,285.1600952,6.4042589
15.09514999,2.972733021,0,278.528595,-15.09514999
1.43306601,2.610965014,0,289.0994873,-1.43306601
0,2.609378099,0,296.3051147,0
0,2.916588068,0,299.4112854,0
3.911334991,3.541579962,56.79526718,291.5909119,52.88393219
-0.718266189,3.179411888,24.31627047,297.8956909,25.03453666
0,2.955085993,0,299.4038086,0
0,2.520427942,0,295.4390869,0
0,2.071997881,0,287.2842102,0
0,2.963205099,0,307.7326965,0
0,3.28371191,31.51817697,309.2094116,31.51817697
0,3.243912935,28.56469553,314.8797913,28.56469553
0,3.059175014,18.17373505,324.0361938,18.17373505
0,2.578670979,0,329.8977051,0
0,1.982808948,0,308.6517029,0
0,2.110574007,0,298.1431885,0
0,2.438358068,0,307.4572144,0
0,1.114542961,0,296.0740967,0
0,0.768194079,0,297.967804,0
0,0.863645494,0,295.7869873,0
0,1.03729105,0,291.5802002,0
0,1.353873014,0,268.9396057,0
0,2.233217955,0,239.0457001,0
0,2.439754009,0,244.2109985,0
0,1.776448011,0,232.6943054,0
0,2.235392094,0,203.7162018,0
0,2.491942883,0,223.9989929,0
0,2.985337973,0,229.1347961,0
0,3.089102983,19.4864428,216.6107025,19.4864428
27.8314991,3.4457829,46.1628443,215.3408966,18.3313452
29.39323997,3.34565711,36.61933455,220.1083069,7.226094579
32.93875885,3.32089591,34.50660395,213.5391998,1.567845096
66.44072723,3.608206987,65.05588276,212.2059937,-1.384844478
16.37063026,3.128983021,21.45838624,204.1580963,5.087755973
77.11858368,3.615731001,66.03336527,207.7740936,-11.08521841
80.93897247,3.684740067,75.42119883,211.8085022,-5.517773648
29.40475082,3.157267094,23.0111821,217.7664948,-6.393568727
8.565458298,2.543994904,0,208.074295,-8.565458298
0,1.888954997,0,202.4906006,0
0,1.271118999,0,204.5014954,0
0,1.920204997,0,203.1611938,0
0,2.222754002,0,214.4362946,0
0,1.57229197,0,235.3047028,0
0,2.75228405,0,190.8090973,0
85.51513672,3.768815994,87.88835446,181.4239044,2.37321774
5.139798164,2.993225098,0,198.4577942,-5.139798164
20.80369949,3.135134935,21.78523399,208.0892029,0.9815345
2.33373189,3.711865902,79.31995385,217.7602997,76.98622196
0,3.757260084,86.1077495,207.9716034,86.1077495
0,3.141976118,22.15581323,203.8381042,22.15581323
94.0220871,4.12686491,146.9194744,220.5632935,52.89738725
29.84329033,2.615933895,0,188.406601,-29.84329033
30.97987938,3.06980896,18.62374999,205.3007965,-12.35612939
91.17951202,3.746562004,84.47837021,213.3014069,-6.701141817
188.9259033,4.422275066,205.7266916,202.7779999,16.80078832
251.6678925,4.638681889,251.9451819,205.6128998,0.277289486
273.5826111,4.746982098,276.1878469,207.2677002,2.605235818
289.876709,4.987432003,332.9180522,212.1320038,43.04134323
344.8156128,5.25894022,402.253172,208.5375977,57.43755918
138.2198029,4.161336899,153.5498264,202.8771973,15.33002352
124.4793015,3.98665309,125.4516444,199.9190979,0.972342937
108.3647003,3.949749947,118.5539952,196.5502014,10.18929486
69.35785675,3.655424118,71.34003374,195.6564941,1.982176988
113.8501968,3.908744097,111.1450778,209.767395,-2.705119071
229.2077942,4.768006802,280.9852128,206.9152069,51.77741857
280.4401855,4.930747986,319.1671537,206.636795,38.72696815
410.3721008,5.566596985,488.3633061,206.2088928,77.99120528
619.3422241,6.199001789,693.2058105,207.4880066,73.86358639
730.7617798,6.37594223,758.3125302,211.3549042,27.5507504
801.5582886,6.748557091,906.7046625,208.8343048,105.1463739
813.5178833,6.768345833,915.0289392,206.7351074,101.5110559
962.5770264,7.079749107,1052.296579,203.1952057,89.71955259
1055.469971,7.297575951,1155.77863,203.4143066,100.3086588
1007.536987,7.208703041,1112.775626,199.1949005,105.2386384
1414.223022,7.810893059,1423.634424,202.4781036,9.411401736
1656.939941,8.518226624,1839.245139,205.8715973,182.3051981
1931.597046,9.240052223,2299.74842,203.7543945,368.1513744
2241.134033,9.9792099,2779.107401,201.7250061,537.9733673
2470.616943,10.41821957,3025.892594,200.7301941,555.2756504
2572.975098,10.49003029,3061.021131,200.5429993,488.0460333
2452.443115,10.09022045,2846.934711,201.9680023,394.4915958
2357.513916,10.00247002,2793.636831,200.4613953,436.122915
2379.799072,10.13366985,2872.452482,197.8312988,492.6534102
2613.980957,10.56655025,3096.930827,195.4114075,482.9498701
2561.559082,10.45259953,3042.885371,193.3264008,481.3262893
2590.576904,10.60284042,3113.422751,194.1623993,522.8458466
2924.836914,11.08971024,3303.20471,194.8636017,378.3677963
2933.150879,11.06225014,3293.980592,194.4373932,360.8297131
3019.289063,11.29673958,3367.45066,191.2901001,348.1615974
3194.528076,11.39624977,3395.113321,190.4568939,200.5852446
2803.594971,10.6698103,3142.964424,187.2335052,339.3694529
3382.707031,11.91005039,3507.264837,188.3520966,124.5578059
3341.043945,11.87263966,3500.741572,186.1499939,159.6976267
3315.360107,11.70993996,3469.458013,184.789505,154.0979055
3490.7771,12.05529976,3530.288533,185.4248047,39.51143315
3586.093018,12.35898018,3567.055558,186.6380005,-19.03746002
3602.503906,12.43962955,3574.339405,185.0740051,-28.16450086
3550.087891,13.72947025,3600,185.5809937,49.91210938
3486.344971,15.07118988,3600,187.1504059,113.6550293
3508.823975,14.69653988,3600,183.7198029,91.17602539
3463.720947,14.67553997,3600,181.3977966,136.2790527
3460.968994,14.99668026,3600,180.9582062,139.0310059
3460.001953,14.93525982,3600,183.4255066,139.9980469
3460.475098,15.66112041,3600,183.0343933,139.5249023
3460.2229,15.21494007,3600,181.3742981,139.7770996
3460.833984,15.21224022,3600,184.6766968,139.1660156
3461.563965,14.99392986,3600,186.9165039,138.4360352
3460.60498,15.39828968,3600,185.8038025,139.3950195
3460.523926,15.35968018,3600,184.641098,139.4760742
3461.751953,14.7112999,3600,183.1631012,138.2480469
3461.544922,15.1631403,3600,183.0838928,138.4550781
3460.822021,15.78433037,3600,181.2841949,139.1779785
3461.074951,16.46137047,3600,180.4609985,138.9250488
3460.591064,16.61800957,3600,179.0269012,139.4089355
3460.654053,16.28424072,3600,182.4936066,139.3459473
3461.0979,14.82878971,3600,179.9996948,138.9020996
3530.940918,13.31849003,3600,176.546402,69.05908203
3600.802002,12.5582304,3583.226529,177.597702,-17.57547272
3575.008057,12.61464977,3586.704465,181.4060974,11.69640841
3600.959961,12.74870014,3593.065044,181.1808929,-7.894916803
3603.740967,13.30088997,3600,181.9243927,-3.740966797
3535.629883,14.09928989,3600,183.1203003,64.37011719
3488.843994,14.1899004,3600,183.8952942,111.1560059
3460.688965,13.41569042,3600,183.8045044,139.3110352
3505.555908,14.41205025,3600,186.4485931,94.4440918
3474.870117,14.77604008,3600,182.5671997,125.1298828
3472.562988,14.47305012,3600,180.8862,127.4370117
3477.864014,14.71642971,3600,180.5426941,122.1359863
3467.666992,15.46341991,3600,180.9537964,132.3330078
3493.943115,14.53995991,3600,177.0222015,106.0568848
3581.663086,13.55305004,3600,173.9371033,18.33691406
3565.583984,13.76463985,3600,172.2295074,34.41601563
3588.592041,13.37366009,3600,170.9727936,11.40795898
3588.488037,13.96975994,3600,170.3114929,11.51196289
3574.399902,14.45786953,3600,175.091507,25.60009766
3531.375,15.59066963,3600,176.7200928,68.625
3550.066895,15.21037006,3600,174.6631927,49.93310547
3499.187988,15.71380997,3600,177.7572021,100.8120117
3461.154053,16.86198997,3600,181.2534943,138.8459473
3466.834961,16.56415939,3600,180.1631012,133.1650391
3556.569092,14.96117973,3600,177.6360931,43.4309082
3550.74292,15.27070045,3600,177.0140991,49.25708008
3542.635986,15.62434006,3600,175.5372009,57.36401367
3510.001953,15.2188797,3600,176.4295044,89.99804688
3533.39502,15.33887005,3600,175.7384949,66.60498047
3603.957031,14.47527981,3600,173.0565948,-3.95703125
3603.586914,13.60023022,3600,174.4431,-3.586914063
3585.556885,13.21012974,3600,176.9622955,14.44311523
3552.802979,13.26628017,3600,175.9544983,47.19702148
3562.125,13.74843979,3600,173.736496,37.875
3602.818115,13.37084961,3600,171.1069946,-2.818115234
3602.272949,13.82711983,3600,173.1340942,-2.272949219
3598.025879,13.13300991,3600,172.1544037,1.974121094
3549.491943,13.76721954,3600,173.7126007,50.50805664
3472.118896,15.74831009,3600,175.6941986,127.8811035
3546.541992,13.80869961,3600,169.5865021,53.45800781
3593.843018,12.88733006,3596.87558,167.8166962,3.032562391
3550.531982,13.50154972,3600,167.5773926,49.46801758
3575.197998,13.84183979,3600,171.9967041,24.80200195
3569.568115,13.17541027,3600,168.8917999,30.43188477
3528.259033,13.90707016,3600,171.5272064,71.7409668
3521.009033,14.38998985,3600,169.7566986,78.9909668
3490.001953,15.70641041,3600,175.8571014,109.9980469
3594.024902,14.03417015,3600,165.6056061,5.975097656
3466.398926,16.30291939,3600,165.7962036,133.6010742
3461.919922,18.36005974,3600,171.0695038,138.0800781
3461.615967,19.47019005,3600,174.8395996,138.3840332
3461.785889,18.45152092,3600,173.8215027,138.2141113
3461.956055,18.28541946,3600,171.2754059,138.0439453
3461.885986,18.11116982,3600,173.0218964,138.1140137
3463.547119,17.80567932,3600,173.1609955,136.4528809
3462.72998,18.51325989,3600,175.8739014,137.2700195
3462.926025,18.29405022,3600,177.6770935,137.0739746
3461.86792,17.76301003,3600,181.8773041,138.1320801
3461.885986,17.26766014,3600,179.9347992,138.1140137
3464.63208,15.70271015,3600,179.9402008,135.3679199
3490.934082,14.69293022,3600,177.3571014,109.065918
3462.13501,16.59881973,3600,172.646698,137.8649902
3461.572021,18.41534996,3600,177.5381927,138.4279785
3462.193115,16.74438095,3600,179.2068939,137.8068848
3462.207031,16.4717598,3600,179.7389984,137.7929688
3475.170898,15.21848011,3600,177.396698,124.8291016
3512.302002,13.56589031,3600,176.1468048,87.69799805
3513.383057,12.13150978,3540.935336,173.8011017,27.55227968
3479.356934,13.3758297,3600,173.6585999,120.6430664
3570.089111,13.82884979,3600,172.759903,29.91088867
3505.281006,12.81696033,3595.289356,183.3285065,90.00834992
3420.103027,13.15312958,3600,186.9508057,179.8969727
3336.710938,11.80064964,3487.489669,182.1916962,150.7787315
3538.521973,13.70491982,3600,179.9069061,61.47802734
3535.759033,13.81647015,3600,173.3087006,64.2409668
2921.72998,10.54316044,3086.11883,169.4026031,164.38885
2886.093994,10.53516006,3082.387555,169.3103027,196.2935605
3588.041992,12.99015999,3597.917172,174.861496,9.875179525
3095.965088,11.01471996,3277.614427,178.3721008,181.6493394
3030.062988,11.37088966,3388.2563,188.1813965,358.1933113
3350.443115,11.98001003,3518.807293,189.9669952,168.3641779
2748.399902,10.22758961,2925.682966,184.8065948,177.2830639
1944.219971,8.68251133,1941.675536,177.3289948,-2.544434248
2135.179932,8.926417351,2096.667521,176.7276001,-38.51241056
2077.349121,8.791118622,2010.302947,178.5569,-67.04617401
2732.939941,10.8659296,3223.023209,198.7792053,490.0832672
3338.993896,11.27635956,3361.532372,193.6735992,22.5384752
3464.458008,13.8670702,3600,188.5650024,135.5419922
3467.052979,15.37903023,3600,191.3374023,132.9470215
3461.479004,15.56816006,3600,191.2485046,138.5209961
3461.64209,17.0665493,3600,196.5836945,138.3579102
3461.589111,16.42268944,3600,195.3520966,138.4108887
3461.61792,17.33893967,3600,197.6817932,138.3820801
3461.522949,17.94780922,3600,201.6358948,138.4770508
3461.420898,17.89115906,3600,199.6457977,138.5791016
3461.825928,17.63196945,3600,201.1629944,138.1740723
3461.907959,17.36491966,3600,199.0897064,138.092041
3461.815918,18.17573929,3600,197.4248962,138.184082
3461.639893,18.80562973,3600,202.4093933,138.3601074
3461.801025,19.41436005,3600,204.2485046,138.1989746
3461.665039,17.98690033,3600,203.9602051,138.3349609
3461.052002,17.45550919,3600,199.8356018,138.947998
3461.493896,18.18276024,3600,199.1885986,138.5061035
3461.439941,17.86108971,3600,203.2548065,138.5600586
3461.414063,17.97126007,3600,204.8659058,138.5859375
3461.262939,18.15660095,3600,203.1423035,138.7370605
3468.778076,17.45676994,3600,201.9732971,131.2219238
3470.975098,16.62520027,3600,201.7826996,129.0249023
3478.883057,15.64354038,3600,200.0363007,121.1169434
3480.293945,15.93029022,3600,200.3507996,119.7060547
3467.553955,15.59237003,3600,199.8220978,132.4460449
3468.226074,14.72463036,3600,195.2100067,131.7739258
3519.112061,15.27221012,3600,199.1996002,80.88793945
3568.0271,15.51202011,3600,206.1082001,31.97290039
3603.781982,14.57966042,3600,204.2198944,-3.781982422
3592.187012,14.75434017,3600,209.5401001,7.812988281
3582.861084,15.06863976,3600,212.1156006,17.13891602
3601.207031,14.19326019,3600,209.1428986,-1.20703125
3600.194092,13.17356968,3600,212.0565033,-0.194091797
3599.779053,12.91543961,3597.310188,214.206604,-2.468864637
3602.478027,13.31305981,3600,216.8538055,-2.478027344
3550.531982,12.19948959,3549.619484,210.8175049,-0.912498238
3427.033936,11.75712967,3479.026148,209.3957977,51.99221205
3415.403076,11.7551403,3478.631033,212.8076935,63.22795665
3292.042969,11.40330029,3396.996502,207.1508026,104.9535331
3587.663086,12.74442959,3592.903284,205.292099,5.240198283
3551.675049,13.88282013,3600,199.9736023,48.32495117
3542.653076,12.7418499,3592.804276,192.1293945,50.15120031
3406.858887,11.52830029,3428.735127,198.0133972,21.87624017
3258.935059,11.33872986,3379.37188,201.5016937,120.4368212
3543.01709,12.3292799,3564.116182,200.8381958,21.09909255
3598.24707,12.6972599,3590.93845,198.1855011,-7.308620357
3563.099121,12.36244965,3567.38985,195.488205,4.29072935
3552.495117,12.20417023,3550.189545,196.0487061,-2.305572146
3542.543945,12.99094009,3597.919324,194.158493,55.37537822
3462.464111,13.57448959,3600,195.1383972,137.5358887
3475.052979,12.70258999,3591.176886,193.2176971,116.1239071
3363.487061,11.69036007,3465.367399,189.8231049,101.8803384
3405.912109,11.56672001,3437.873484,192.4506989,31.96137464
3572.552979,12.48153973,3577.725969,199.4384003,5.172990333
3593.725098,12.72109985,3591.972387,203.7796936,-1.752710935
3492.283936,12.26366043,3557.125281,195.0630035,64.84134555
3007.498047,10.86128998,3221.237369,193.2440948,213.7393217
2715.264893,9.996256828,2789.772404,193.3215942,74.50751102
2476.560059,9.772350311,2642.235304,198.9611053,165.6752454
2546.458008,10.08183002,2841.941006,205.6427002,295.4829983
2523.305908,10.29691982,2963.321686,208.7868042,440.0157783
1833.311035,8.635923386,1912.450559,206.9313965,79.1395238
867.708374,6.629803181,857.7079365,210.2915955,-10.00043748
2310.064941,9.148320198,2240.012467,204.2962952,-70.05247469
3264.194092,11.58957958,3443.175628,201.3981934,178.9815364
2507.798096,10.36233044,2997.574347,198.4790955,489.7762516
2178.545898,9.454683304,2440.240204,197.350296,261.6943052
1773.698975,8.834412575,2037.839858,195.6828003,264.140883
1147.676025,7.553510189,1285.625606,192.6472931,137.949581
969.7047729,6.935134888,987.0541293,198.8796997,17.34935634
1101.998047,7.371815205,1192.560386,200.7041016,90.56233949
1113.244995,7.391057968,1202.225118,205.0657043,88.98012279
1468.095947,8.216507912,1656.311465,198.4701996,188.2155178
